"TV Show ID","Series Title","Episode Sort Title","Episode Title","Year","Season","Episode","Content Rating","Summary","Rating","Studio","Originally Aired","Directors","Writers","Duration","Added","Updated","Media Video Resolution","Media Video Duration","Media Video Bitrate","Media Video Width","Media Video Height","Media Video Aspect Ratio","Media Video Audio Channels","Media Video Audio Codec","Media Video Video Codec","Media Video Container","Media Video FrameRate","Media Video Profile","Media Video Title"
"9289","Bones","Prince in the Plastic","The Prince in the Plastic","2011","7","3","TV-14","After the remains of a female toy
company executive are found shrink-
wrapped with a Prince Charming doll, the
company's CEO gives Booth and Sweets
access to the company headquarters'
highly classified prototype lab, where
details of the victim's personal life
begin to emerge. Meanwhile, Sweets, with
the support of his girlfriend, squint
Daisy Wick, prepares for his gun
certification test despite Booth's
opposition to Sweets carrying a weapon.
Mom-to-be Brennan, wonders whether she
will be a good mother and uses the case
as a way to understand the importance of
toys and playing with her child.","7.6","FOX (US)","2011-11-17","Alex Chapple","Dean Lopata","0:42:27","09/23/2015","09/23/2015","sd","0:42:27","1151","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9290","Bones","Male in the Mail","The Male in the Mail","2011","7","4","TV-14","Dismembered remains are discovered in
several mailing boxes at a dead letter
office, and the Jeffersonian team
identifies the victim as an employee of
a local Ship 'n' Print, where the staff
recently split the winnings of a lottery
prize. The team uncovers a complicated
love triangle between two married
employees and the victim, and while
motive points to the husband a critical
clue leads them to solve the crime
definitively.","7.6","FOX (US)","2011-12-01","Kevin Hooks","Pat Charles","0:43:11","09/23/2015","09/23/2015","sd","0:43:11","1132","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9291","Bones","Twist in the Twister","The Twist in the Twister","2011","7","5","TV-14","The team discovers the remains of a so-
called ""storm chaser"" who seems to have
died while following a tornado. But
footage recorded during the storm
ultimately leads them to believe he was
murdered. Meanwhile, Booth becomes
increasingly overprotective of Brennan
both at home and in the field, and
sleep-deprived Angela and Hodgins come
to terms with having Angela's father and
rock musician babysit their infant son.","7.4","FOX (US)","2011-12-08","Jeannot Szwarc","Karine Rosenthal","0:43:13","09/23/2015","09/23/2015","sd","0:43:13","1131","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9292","Bones","Crack in the Code","The Crack in the Code","2012","7","6","TV-14","A cryptic message penned in human blood
is discovered at a national monument. As
the Jeffersonian team embarks on a
scavenger hunt to solve the case, they
realize their tech-savvy suspect remains
one step ahead of them. Meanwhile, Booth
and Brennan search for the perfect home
for their new family.","7.7","FOX (US)","2012-01-12","Ian Toynton","Carla Kettner","0:42:36","09/23/2015","09/23/2015","sd","0:42:36","1147","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9293","Bones","Prisoner in the Pipe","The Prisoner in the Pipe","2012","7","7","TV-14","The remains of an escaped convict are
found in a residential sewer, but an
examination of the sewer pipes indicates
that the murder occurred within prison
walls. Brennan insists on solving the
crime - despite Booth's pleas for her
not to overexert herself - and the
expectant couple experiences a very
untraditional arrival of their baby
daughter.","7.6","FOX (US)","2012-04-02","Kate Woods","Jonathan Collier","0:42:46","09/23/2015","09/23/2015","sd","0:42:46","1009","720","404","1.78","2","aac","h264","mp4","24p","N/A","N/A"
"9294","Bones","Bump in the Road","The Bump in the Road","2012","7","8","TV-14","With the help of Special Agent Genny
Shaw, the Jeffersonian team identifies
the remains of a discount shopper and
“extreme couponer” who was dragged along
the road by an 18-wheeler. Meanwhile,
Brennan is adjusting to her first day
back at work after giving birth, and Cam
disapproves of her daughter’s romance
with intern Finn Abernathy.","7.5","FOX (US)","2012-04-09","Dwight H. Little","Keith Foglesong","0:42:31","09/23/2015","09/23/2015","sd","0:42:31","997","720","404","1.78","2","aac","h264","mp4","24p","N/A","N/A"
"9295","Bones","Don't in the Do","The Don't in the Do","2012","7","9","TV-14","When a corpse is found at a landfill,
dyed in a blue substance, intern Arastoo
Vaziri discovers a method that helps
eliminate postmortem damages to the
corpse, which leads the team back to a
hair salon where the victim worked.
Meanwhile Bones is feeling uncomfortable
in her post-baby body, so Booth decides
to do something special to boost her
self-confidence.","7.6","FOX (US)","2012-04-16","Jeannot Szwarc","Janet Lin","0:42:27","09/23/2015","09/23/2015","sd","0:42:27","1013","720","404","1.78","2","aac","h264","mp4","24p","N/A","N/A"
"9296","Bones","Warrior in the Wuss","The Warrior in the Wuss","2012","7","10","TV-14","The corpse of a truck company employee
is found in the middle of the woods.
After the victim’s son is questioned,
Booth and Brennan visit his karate class
in search of a motive. Back at the lab,
Hodgins is going overboard purchasing
lab equipment. Then, Booth’s son Parker
returns from England and Brennan is
apprehensive about how he’ll react to
his new baby sister.","7.6","FOX (US)","2012-04-23","Chad Lowe","Dean Lopata - Michael Peterson","0:43:15","09/23/2015","09/23/2015","sd","0:43:15","1070","720","404","1.78","2","aac","h264","mp4","24p","N/A","N/A"
"9232","Bones","Future in the Past","The Future in the Past","2012","8","1","TV-14","Having been accused of murder, Brennan
is on the run from the FBI, with help
from her father Max. Booth and the
Jeffersonian team are convinced evil
tech genius Christopher Pelant has
manipulated key evidence in the case to
pinpoint Brennan as the prime suspect.
Then, an anonymous tip leads the team to
the remains of a high school guidance
counselor that may hold the key to
proving Brennan's innocence.","7.7","FOX (US)","2012-09-17","Ian Toynton","Hart Hanson - Stephen Nathan","0:43:10","09/23/2015","09/23/2015","sd","0:43:10","974","720","404","1.78","2","aac","h264","mp4","24p","N/A","N/A"
"9233","Bones","Partners in the Divorce","The Partners in the Divorce","2012","8","2","TV-14","The Jeffersonian team investigates the
murder of a high-powered divorce lawyer
with a lot of enemies. The plot thickens
when the team discovers that the
attorney's wife and assistant have been
hiding crucial evidence which could help
solve the case. Meanwhile, Brennan tries
to adjust to life after being on the
run, and tensions start to rise between
her and Booth as the impact of their
three-month separation begins to take
its toll.","7.6","FOX (US)","2012-09-24","Allison Liddi-Brown","Michael Peterson","0:43:03","09/23/2015","09/23/2015","sd","0:43:03","967","720","404","1.78","2","aac","h264","mp4","24p","N/A","N/A"
"9234","Bones","Gunk in the Garage","The Gunk in the Garage","2012","8","3","TV-14","After an explosion occurs in a hotel
garage, the Jeffersonian team must
research the remains found at the crime
scene in order to match them to the
victim. The investigation only gets
trickier when they discover that the man
whom they thought was dead is actually
alive. Meanwhile, Booth has to take on a
desk assignment to get the department’s
budget approved in order to land a
promotion, so Sweets is given a
temporary partner, FBI Special Agent
Olivia Sparling.","7.8","FOX (US)","2012-10-01","Kate Woods","Jonathan Collier","0:43:03","09/23/2015","09/23/2015","sd","0:43:03","1132","640","360","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9223","Breaking In","N/A","Pilot","2011","1","1","TV-14","When Contra Security wants a new member
on their team of genius talent, leader
Oz hopes to entice Cameron Bright. Oz is
no stranger to manipulative tactics to
win clients to his firm, whose genius
includes the odd expertise of members
Melanie Green, Cash Sparks, and Josh
Armstrong. Keeping corporations safe
from security breaches may, in fact, be
the least of the team's worries under
Oz's methods of leadership, which are
questionable at best.","7.4","FOX (US)","2011-04-06","Seth Gordon","Adam F. Goldberg - Seth Gordon","0:21:07","09/23/2015","09/23/2015","720","0:21:07","3699","1280","720","1.78","6","ac3","h264","mkv","24p","N/A","N/A"
"9224","Breaking In","N/A","Tis Better to Have Loved and Flossed","2011","1","2","TV-14","Oz asks his team to break into an old
lady's home to rob her safe, but her
security system turns out to be quite
challenging. In the meantime, Cameron's
work fascinates a dentist.","7.6","FOX (US)","2011-04-13","Seth Gordon","Adam F. Goldberg","0:21:31","09/23/2015","09/23/2015","720","0:21:31","3629","1280","720","1.78","6","ac3","h264","mkv","24p","N/A","N/A"
"9225","Breaking In","N/A","Need for Speed","2011","1","3","TV-14","When Oz's childhood friend, race-car
champion Jimmie Johnson, asks him for
help investigating a security leak on
the speedway, Cameron is forced to
recruit his least-favorite person to the
team: car enthusiast Dutch. Meanwhile,
Cash thinks the office photocopier has
come to life.","7.5","FOX (US)","2011-04-20","Fred Savage","Chris Bishop","0:21:34","09/23/2015","09/23/2015","720","0:21:34","3618","1280","720","1.78","6","ac3","h264","mkv","24p","N/A","N/A"
"9226","Breaking In","N/A","White on White on White","2011","1","4","TV-14","Melanie is overjoyed when her ex-con
father re-enters her life, but the team
is suspicious as it’s the day they are
hired to test the security of a museum
with a priceless painting.","7.7","FOX (US)","2011-04-27","Fred Savage","David Windsor - Casey Johnson","0:21:35","09/23/2015","09/23/2015","720","0:21:35","3617","1280","720","1.78","6","ac3","h264","mkv","24p","N/A","N/A"
"9227","Breaking In","N/A","Take the Movie and Run","2011","1","5","TV-14","Oz and the team are assigned to protect
the sequel to “The Goonies” at a comic-
con convention and suspicion turns to
fanboy Cash when the only copy of the
movie goes missing.","7.7","FOX (US)","2011-05-04","Matt Shakman","Adam F. Goldberg","0:21:11","09/23/2015","09/23/2015","720","0:21:11","3688","1280","720","1.78","6","ac3","h264","mkv","24p","N/A","N/A"
"9228","Breaking In","N/A","Breaking Out","2011","1","6","TV-14","After the team botches their assignment
to secure KFC's Secret Recipe, Oz
orchestrates a team-building exercise,
trapping the gang inside Contra Security
over the weekend, forcing them to work
together in order to break out of the
office. Cameron's feelings for Melanie
come out in the open, and Cash becomes
jealous when Josh dates a co-worker.","8.0","FOX (US)","2011-05-11","Phil Traill","Ben Wexler","0:21:12","09/23/2015","09/23/2015","720","0:21:12","3683","1280","720","1.78","6","ac3","h264","mkv","24p","N/A","N/A"
"9229","Breaking In","N/A","21.0 Jump Street","2011","1","7","TV-14","When Contra Security is hired to find a
teen cyber-bully, Cameron finds himself
back at his former high school, where he
must relive his un-glory days.","8.1","FOX (US)","2011-05-17","Seth Gordon","Adam F. Goldberg","0:21:36","09/23/2015","09/23/2015","720","0:21:36","3616","1280","720","1.78","6","ac3","h264","mkv","24p","N/A","N/A"
"9221","Breaking In","Contra Club","The Contra Club","2012","2","1","TV-14","In the second season premiere, Cameron,
Cash and Melanie discover that Oz is
forced to sell the company to a
corporate conglomerate headed by the
brash and bold Veronica Mann (Emmy Award
winner Megan Mullally, who joins the
cast as a series regular), who along
with her prickly British assistant
Molly, turn the office upside-down.","7.5","FOX (US)","2012-03-06","Seth Gordon","Adam F. Goldberg","0:21:39","09/23/2015","09/23/2015","sd","0:21:39","954","720","404","1.78","2","aac","h264","mp4","24p","N/A","N/A"
"9211","Broadchurch","N/A","Episode 1","2015","2","1","TV-14","Joe Miller's arraignment opens painful
wounds for the community of Broadchurch.
Detective Hardy is forced to confront
ghosts from his past.","8.0","ITV1","2015-01-05","James Strong","Chris Chibnall","0:44:12","09/23/2015","09/23/2015","sd","0:44:12","774","720","404","1.78","2","aac","h264","mp4","PAL","N/A","N/A"
"9212","Broadchurch","N/A","Episode 2","2015","2","2","TV-14","The townspeople struggle to come to
terms with recent events, and shock
waves reverberate through Broadchurch.
What will the impact be on the Latimers?
Meanwhile, Paul continues his secret
meetings and Hardy must face a figure
from his past.","7.0","ITV1","2015-01-12","James Strong","Chris Chibnall","0:45:21","09/23/2015","09/23/2015","sd","0:45:21","771","720","404","1.78","2","aac","h264","mp4","PAL","N/A","N/A"
"9213","Broadchurch","N/A","Episode 3","2015","2","3","TV-14","Hardy faces a race against time as Ellie
discovers a startling new piece of
evidence, forcing them to reassess their
suspicions. Meanwhile, with DS Miller
coming under intense pressure from all
sides, life for Mark and Beth is about
to change for ever.","7.0","ITV1","2015-01-19","Jessica Hobbs","Chris Chibnall","0:45:15","09/23/2015","09/23/2015","sd","0:45:15","744","720","404","1.78","2","aac","h264","mp4","PAL","N/A","N/A"
"9214","Broadchurch","N/A","Episode 4","2015","2","4","TV-14","Miller is struggling to control her
sister Lucy amid family tensions, Alec
must confront his demons, and Mark
Latimer has to make a decision.","8.0","ITV1","2015-01-26","Jessica Hobbs","Chris Chibnall","0:46:07","09/23/2015","09/23/2015","sd","0:46:07","757","720","404","1.78","2","aac","h264","mp4","PAL","N/A","N/A"
"9215","Broadchurch","N/A","Broadchurch - Series 2 Episode 5","2015","2","5","TV-14","Mystery drama series. New information
forces Hardy and Ellie to re-evaluate
what they believe. Is it possible that
they have been wrong about everything so
far?","7.2","ITV1","2015-02-02","Jonathan Teplitzky","Chris Chibnall","0:45:52","09/23/2015","09/23/2015","sd","0:45:52","1205","704","396","1.78","2","aac","h264","mp4","PAL","N/A","N/A"
"9216","Broadchurch","N/A","Episode 6","2015","2","6","TV-14","Ellie tries to wrest back control, and
time is running out for Alec Hardy.
Meanwhile, Beth Latimer has to face an
emotional ordeal alone.","7.2","ITV1","2015-02-09","Jonathan Teplitzky","Chris Chibnall","0:46:56","09/23/2015","09/23/2015","sd","0:46:56","765","720","404","1.78","2","aac","h264","mp4","PAL","N/A","N/A"
"9217","Broadchurch","N/A","Episode 7","2015","2","7","TV-14","A trap is set, but it remains to be seen
whether it will have the desired result.
Paul steps in to help a figure in
distress, and in a turn of events she
could never have foreseen, Ellie finds
herself exposed and alone.","7.3","ITV1","2015-02-16","Mike Barker","Chris Chibnall","0:45:18","09/23/2015","09/23/2015","sd","0:45:18","707","720","404","1.78","2","aac","h264","mp4","PAL","N/A","N/A"
"9218","Broadchurch","N/A","Episode 8","2015","2","8","TV-14","Decisions are made, truths are revealed,
and lives in Broadchurch are changed
forever.","6.6","ITV1","2015-02-23","Mike Barker","Chris Chibnall","0:45:58","09/23/2015","09/23/2015","sd","0:45:58","668","720","404","1.78","2","aac","h264","mp4","PAL","N/A","N/A"
"9203","Burn Notice","N/A","Friends Like These","2009","3","8","TV-PG","Barry enlists Michael's help in tracking
down his money-laundering client list,
which has been stolen by a vicious
thief. Michael goes after the thief,
only to find that there's a lot more to
the situation than he realized. Fiona
tries to be supportive of Michael's
efforts to reconnect with the
intelligence community, but she and
Michael find that their differences on
the subject may not be reconcilable.","7.5","USA Network","2009-07-30","Felix Enriquez Alcala","Rashad Raisani","0:42:29","09/23/2015","09/23/2015","sd","0:42:29","1156","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9204","Burn Notice","Dark Road","A Dark Road","2010","3","10","TV-PG","When a recently widowed woman hires
Michael and Fiona to get her away from a
group of violent con men, Michael turns
to Madeline for help — but he may ask
her to go too far. Meanwhile, a
mysterious contact goes to extreme
lengths to get Michael's attention.","7.4","USA Network","2010-01-21","John T. Kretchmer","Matt Nix","0:42:29","09/23/2015","09/23/2015","sd","0:42:29","1152","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"6206","The Cape (2011)","N/A","Pilot","2011","1","1","TV-PG","Former police sergeant Vince Faraday is
framed as notorious criminal Chess and
left for dead at the hands of the
corrupt ARK corporation's security.
Mentored by Max Malini among a group of
bank robbers who use carnival talents,
Vince must leave behind his wife and son
to fight against corruption in Palm
City, including villains Chess and
Scales. Under the guise of The Cape,
Vince must trust mysterious blogger
Orwell to help in the fight.","7.3","NBC","2011-01-09","Simon West","Tom Wheeler","0:45:14","09/23/2015","09/23/2015","sd","0:45:14","1081","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"6207","The Cape (2011)","N/A","Tarot","2011","1","2","TV-PG","Ark Corporation's aim is at prison
privatization, but The Cape will battle
Chess and his newest ally Chef to stop
it. As Chess and Chef set their sites on
Secretary for the Bureau of Prisons
Patrick Portman, the Cape intervenes,
barely surviving the encounter. Orwell,
Max Malini, and the circus gang band
together to help the Cape recover and
also save Patrick. Aired the same date
as the previous episode.","6.9","NBC","2011-01-09","Deran Sarafian","Tom Wheeler","0:40:04","09/23/2015","09/23/2015","sd","0:40:04","1220","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"6208","The Cape (2011)","N/A","Kozmo","2011","1","3","TV-PG","Max Malini's old friend Gregor Molotov
has come to town, but not for a friendly
visit. He is looking for whoever has the
cape, and The Cape/Vince has to protect
the carnies who took him in. Dana,
Vince's wife, returns to work after
grieving his loss and sees Palm City's
corruption at work in the public
defender's office. She also discovers
there were witnesses when Vince
vanished.","7.1","NBC","2011-01-17","David Jackson","Craig Titley","0:42:53","09/23/2015","09/23/2015","sd","0:42:53","1145","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"6209","The Cape (2011)","N/A","Scales","2011","1","4","TV-PG","When ""The Cape"" tips off Dominic Raoul
(aka Scales) that Peter Fleming has been
extorting money from him, Scales heads
to a costume party on a train to
confront Fleming. ""The Cape"" and Orwell,
also at the party, discover Max and the
gang are going to heist the train, and
Vince/The Cape is conflicted about what
to do. Meanwhile, Dana and Trip must
endure scrutiny and taunts while trying
to deal with their loss.","6.9","NBC","2011-01-24","Dennie Gordon","William Wheeler","0:41:43","09/23/2015","09/23/2015","sd","0:41:43","1172","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"6210","The Cape (2011)","N/A","Goggles and Hicks","2011","1","6","TV-PG","Badly bruised and exhausted, The Cape
heeds advice from Max to take some time
off to recover. Determined to finally
kill The Cape, Peter Fleming hires a
tech-savvy team, including Goggles and
Hicks, to track and destroy The Cape.
Meanwhile, Orwell faces digital
challenges against the teams’ strong
expertise and Dana becomes more involved
in uncovering the truth about Vince’s
case.","7.1","NBC","2011-02-07","Deran Sarafian","Craig Titley","0:42:57","09/23/2015","09/23/2015","sd","0:42:57","1137","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9207","Caprica","N/A","Pilot","2009","1","1","TV-14","58 years before Battlestar Galactica, an
astonishing breakthrough is taking shape
on the planet Caprica. The creator of a
failing urban combat robot project tries
to bring a virtual copy of his dead
daughter into the real world, using a
stolen processor, his combat chassis and
her code. He thus creates the Cybernetic
Life form Node or CYLON. The rapidly
evolving spheres of human and mechanical
engineering have collided, along with
the fates of two families. Joined by
tragedy in an explosive instant of
terror, two rival clans led by powerful
patriarchs, Joseph Adama (Esai Morales)
and Daniel Greystone (Eric Stoltz) duel
in an era of questionable ethics,
corporate machinations and unbridled
personal ambition as the final war for
humanity looms.","7.8","SciFi","2009-04-21","Jeffrey Reiner","Remi Aubuchon - Ronald D. Moore","1:27:52","09/23/2015","09/23/2015","sd","1:27:52","1115","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9208","Caprica","N/A","Rebirth","2010","1","2","TV-14","Zoe's avatar tries to adapt to her new
life inside a robot's body while the
Graystones and the Adamas cope with
their losses. Elsewhere, Lacy dines with
Sister Clarice, and young Will Adama
spends some quality time with his shady
uncle.","7.4","SciFi","2010-01-29","Jonas Pate","Mark Verheiden - Ronald D. Moore","0:45:51","09/23/2015","09/23/2015","sd","0:45:51","1067","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9189","Castle (2009)","N/A","Flowers for Your Grave","2009","1","1","TV-PG","Author Richard Castle joins NYC
Detective Kate Beckett to help solve the
case of a serial killer, who is
reenacting murders from Castle's novels.
Castle becomes very intrigued with the
murders and continues to shadow Beckett,
much to her chagrin.","7.9","ABC (US)","2009-03-09","Rob Bowman","Andrew W. Marlowe","0:42:02","09/23/2015","11/26/2015","sd","0:42:02","1164","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9190","Castle (2009)","N/A","Nanny McDead","2009","1","2","TV-PG","When a body of a young woman is found
inside the dryer at a laundry room,
Castle and Beckett uncover that the
young woman worked as a nanny in the
upscale building. Meanwhile, as Castle
works on his ""Nikki Heat"" novel series
he watches Beckett's actions as she
works the murder case.","7.5","ABC (US)","2009-03-16","John Terlesky","Barry Schindel","0:40:28","09/23/2015","11/26/2015","sd","0:40:28","1211","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9191","Castle (2009)","N/A","Hedge Fund Homeboys","2009","1","3","TV-PG","When a teenaged boy whose family has
recently fallen on hard times is found
dead in a boat in Central Park, Castle
and Beckett must piece together the
mystery behind the boy's final moments.
Meanwhile, Castle mulls over leaving
Martha home while he chaperones Alexis'
trip to Washington, D.C.","7.5","ABC (US)","2009-03-23","Rob Bowman","David Grae","0:40:30","09/23/2015","11/26/2015","sd","0:40:30","1209","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9192","Castle (2009)","N/A","Hell Hath No Fury","2009","1","4","TV-PG","The investigation behind a body found
wrapped in a rug on the sidewalk leads
Castle and Beckett deep inside the world
of New York City politics. The partners
discover a world of expensive escorts,
arrogant tycoons, corrupt investigators,
and the effects of betrayal.","7.6","ABC (US)","2009-03-30","Rob Bowman","Andrew W. Marlowe","0:40:51","09/23/2015","11/26/2015","sd","0:40:51","1199","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9193","Castle (2009)","Chill Goes Through Her Veins","A Chill Goes Through Her Veins","2009","1","5","TV-PG","Castle and Beckett investigate the
murder of a women found frozen and
tangled in steel bars at a construction
site. The case leads them to look into
an old case and also has Beckett
thinking about some memories of her
past.","7.7","ABC (US)","2009-04-06","Bryan Spicer","Charles Murray","0:41:48","09/23/2015","11/26/2015","sd","0:41:48","1171","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9194","Castle (2009)","N/A","Always Buy Retail","2009","1","6","TV-PG","Castle and Beckett look into the Vudon
religion when an immigrant is found
tortured in a ritualistic killing.
Meanwhile on the homefront Castle must
deal with the possible homecoming of
Alexis' mother, his first wife.","7.5","ABC (US)","2009-04-13","Jamie Babbit","Gabrielle G. Stanton - Harry Werksman","0:40:50","09/23/2015","11/26/2015","sd","0:40:50","1199","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9195","Castle (2009)","N/A","Home Is Where the Heart Stops","2009","1","7","TV-PG","After discovering a young woman's body
stuffed awkwardly into a jewelry safe,
Beckett and Castle investigate numerous
cases involving murders and home
invasion jewel heists.","7.7","ABC (US)","2009-04-20","Dean White","Will Beall","0:40:53","09/23/2015","11/26/2015","sd","0:40:53","1197","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9196","Castle (2009)","N/A","Ghosts","2009","1","8","TV-PG","Castle and Beckett investigate the
murder of a woman found drowned in motor
oil in a motel bathtub. They seek the
help of a true crime journalist who
might have a connection to the victim.","7.6","ABC (US)","2009-04-27","Bryan Spicer","Moira Kirland","0:42:00","09/23/2015","11/26/2015","sd","0:42:00","1165","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9197","Castle (2009)","N/A","Little Girl Lost","2009","1","9","TV-PG","When a two-year-old girl is discovered
missing from her home, Beckett is called
in to assist with the investigation only
to discover that the FBI agent in charge
is, in fact, her ex-boyfriend. The two
of them try to put aside their
unresolved feelings as they race to find
the girl, but when Castle inserts
himself into the investigation,
competition quickly heats up for
Beckett’s attention.","7.6","ABC (US)","2009-05-04","John Terlesky","Elizabeth Davis","0:42:22","09/23/2015","11/26/2015","sd","0:42:22","1159","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9198","Castle (2009)","Death in the Family","A Death in the Family","2009","1","10","TV-PG","Castle and Beckett investigate the
murder of a missing plastic surgeon who
is found dead in the front seat of his
car after a week of being parked
curbside. As they delve into the twisted
world of surgery obsessed patients and
secret operations, Castle experiences a
fatherly rite of passage as Alexis
attends her first prom. And while
looking into Beckett’s past, he unearths
information that could end his
relationship with her forever.","7.8","ABC (US)","2009-05-11","Bryan Spicer","Andrew W. Marlowe","0:42:16","09/23/2015","11/26/2015","sd","0:42:16","1158","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9170","Castle (2009)","N/A","Deep in Death","2009","2","1","TV-PG","Castle has a lot going on. He's trying
to finish his new novel Heat Wave and
trying to figure out how to fix things
with Beckett. But circumstances force
the pair back together to investigate
the mysterious murder of a man found
dead, tangled in the limbs of a tree.","7.7","ABC (US)","2009-09-21","Rob Bowman","Andrew W. Marlowe","0:40:49","09/23/2015","11/26/2015","sd","0:40:49","1207","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9171","Castle (2009)","Double Down","The Double Down","2009","2","2","TV-PG","When two separate murders are committed
on the same night, Castle wagers Ryan
and Esposito that he and Beckett will
solve theirs first. The frenzied race to
catch their respective killers and win
the bet leads each investigative duo to
a likely suspect, only to find that they
both have airtight alibis. But bizarre
twists in both cases force the two teams
to work together to unravel the mind-
bending mystery behind each murder.","7.8","ABC (US)","2009-09-28","Rob Bowman","David Grace","0:40:55","09/23/2015","11/26/2015","sd","0:40:55","1196","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9172","Castle (2009)","N/A","Inventing the Girl","2009","2","3","TV-PG","Castle and Beckett get an inside look at
the cutthroat world of the New York
fashion industry when they investigate
the brutal murder of a young model
during Fashion Week.","7.7","ABC (US)","2009-10-05","Dwight H. Little","Moira Kirland","0:40:51","09/23/2015","11/26/2015","sd","0:40:51","1198","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9173","Castle (2009)","N/A","Fool Me Once...","2009","2","4","TV-PG","When an Arctic explorer is killed during
a polar expedition, the mysterious
circumstances of his death take Castle
and Beckett from the penthouses of Park
Avenue to the halls of the CIA. But
Castle's delight at the case's many
twists and turns soon turns to
frustration as he realizes that their
elusive killer might just be fooling
them all.","7.7","ABC (US)","2009-10-12","Bryan Spicer","Alexi Hawley","0:41:51","09/23/2015","11/26/2015","sd","0:41:51","1168","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9174","Castle (2009)","N/A","When the Bough Breaks","2009","2","5","TV-PG","A body found down a manhole leads to the
lonely life of a Czech immigrant
recently fired from her job for getting
too close to her employer's son.
Meanwhile, on the eve of launching Nikki
Heat, Castle's agent has an exciting new
offer for him; but if he takes it, it
would end his work with Beckett.","7.8","ABC (US)","2009-10-19","John Terlesky","René Echevarria","0:41:42","09/23/2015","11/26/2015","sd","0:41:42","1174","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9175","Castle (2009)","N/A","Vampire Weekend","2009","2","6","TV-PG","As Halloween approaches, Castle and
Beckett are called to a graveyard where
the body of a young man sporting vampire
fangs has been discovered with a wooden
stake driven through his heart. Their
investigation takes them deep into the
heart of New York's underground vampire
fetish community, where they learn that
the motive for the victim's murder may
be hiding within the pages of the
graphic novel he was writing before his
death.","7.8","ABC (US)","2009-10-26","Karen Gaviola","Terry Miller","0:41:13","09/23/2015","11/26/2015","sd","0:41:13","1188","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9176","Castle (2009)","N/A","Famous Last Words","2009","2","7","TV-PG","Castle and Beckett investigate the
murder of rock star on the rise, in
which the body is found like a scene
from her latest music video.","7.6","ABC (US)","2009-11-02","Rob Bowman","Jose Molina","0:41:24","09/23/2015","11/26/2015","sd","0:41:24","1183","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9177","Castle (2009)","N/A","Kill the Messenger","2009","2","8","TV-PG","After a bike messenger, carrying a
package with content that is able to
free a wrongly convicted man from
prison, is brutally murdered, Castle and
Beckett need to investigate the case.
But they are surprised to find out that
the tragic death is linked to another
murder case previously investigated by
Captain Montgomery. Now, in order to
solve the new murder, Castle and Beckett
must dig deep and discover all the
secrets of a prominent New York family.","7.8","ABC (US)","2009-11-09","Jonathan Frakes","Terence Paul Winter","0:40:54","09/23/2015","11/26/2015","sd","0:40:54","1196","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
"9178","Castle (2009)","N/A","Love Me Dead","2009","2","9","TV-PG","Castle and Beckett are thrust into the
world of ex-cons and escorts. Meanwhile,
Alexis has a private chat with Beckett
about something that she's keeping from
her father.","7.6","ABC (US)","2009-11-16","Bryan Spicer","Alexi Hawley","0:40:25","09/23/2015","11/26/2015","sd","0:40:25","1212","624","352","1.78","2","mp3","mpeg4","avi","24p","N/A","N/A"
