"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","IMDB Id","Labels","Locked Fields","Extras","Collections","Original Title","Added","Updated","Audio Languages","Audio Title","Subtitle Languages","Subtitle Title","Subtitle Codec","Video Resolution","Bitrate","Width","Height","Aspect Ratio","Audio Channels","Audio Codec","Video Codec","Container","Video FrameRate"
"2600","The Giver","Giver","The Weinstein Company","PG-13","2014","6.3","The haunting story of 'The Giver'
centers on Jonas (Brenton Thwaites), a
young man who lives in a seemingly
ideal, if colorless, world of conformity
and contentment. Yet as he begins to
spend time with The Giver (Jeff
Bridges), who is the sole keeper of all
the community’s memories, Jonas quickly
begins to discover the dark and deadly
truths of his community’s secret past.
With this newfound power of knowledge,
he realizes that the stakes are higher
than imagined – a matter of life and
death for himself and those he loves
most. At extreme odds, Jonas knows that
he must escape their world to protect
them all – a challenge that no one has
ever succeeded at before.","Drama - Science Fiction","N/A","N/A","You can make things better.","2014-08-11","Michael Mitnick - Robert B. Weide","USA","1:37:12","Phillip Noyce","Jeff Bridges - Meryl Streep - Brenton
Thwaites - Odeya Rush - Alexander
Skarsgård - Katie Holmes - Taylor Swift
- Cameron Monaghan - Katharina Damm -
Emma Tremblay - Alexander Jillings -
James Jillings - Jordan Nicholas Smal -
Saige Fernandes - Renate Stuurman -
Vanessa Cooke - John Whiteley - Kira
Wilkinson - Meganne Young - Thabo
Rametsi - Vaughn Lucas - Jaime Coue -
Jefferson Mays","edb://227156","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","1080","2105","1920","1080","1.78","2","aac","h264","mp4","24p"
"2760","Gladiator","N/A","DreamWorks SKG","R","2000","7.5","Gladiator is an epic film of love, death
and betrayal set in the Roman Empire.
General Maximus' success in battle earns
the favour of an elderly Emperor at the
expense of the Emperor's son. In a fit
of jealous rage the son slays his father
before turning his anger towards
Maximus. Now reduced to a slave, his
family dead, Maximus must fight as a
gladiator to gain his freedom, and his
revenge.","Action - Drama - Adventure","N/A","N/A","A Hero Will Rise.","2000-05-01","David Franzoni - John Logan - William
Nicholson","United Kingdom - USA","2:43:51","Ridley Scott","Russell Crowe - Joaquin Phoenix - Connie
Nielsen - Oliver Reed - Richard Harris -
Derek Jacobi - Djimon Hounsou - David
Schofield - John Shrapnel - Tomas Arana
- Ralf Möller - Tommy Flanagan - Spencer
Treat Clark - David Hemmings - Sven-Ole
Thorsen - Giannina Facio - Alun Raglan -
Giorgio Cantarini - David Bailie - Omid
Djalili","edb://98","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","1194","572","238","2.35","6","ac3","mpeg4","avi","PAL"
"2599","The Godfather","Godfather","Paramount Pictures","R","1972","8.1","The story spans the years from 1945 to
1955 and chronicles the fictional
Italian-American Corleone crime family.
When organized crime family patriarch
Vito Corleone barely survives an attempt
on his life, his youngest son, Michael,
steps in to take care of the would-be
killers, launching a campaign of bloody
revenge.","Drama - Crime","N/A","N/A","An offer you can't refuse.","1972-03-15","Mario Puzo - Francis Ford Coppola","USA","2:47:59","Francis Ford Coppola","Marlon Brando - Al Pacino - James Caan -
Richard S. Castellano - Robert Duvall -
Sterling Hayden - John Marley - Richard
Conte - Al Lettieri - Diane Keaton - Abe
Vigoda - Talia Shire - Gianni Russo -
John Cazale - Rudy Bond - Al Martino -
Morgana King - Lenny Montana - John
Martino - Salvatore Corsitto - Alex
Rocco - Tony Giorgio - Victor Rendina -
Simonetta Stefanelli - Saro Urzì - Sofia
Coppola - Louis Guss - Gabriele Torrei -
Tony King - Richard Bright - Vito Scotti
- Tere Livrano - Julie Gregg - Angelo
Infanti - Corrado Gaipa - Franco Citti -
Max Brandt - Carmine Coppola - Roman
Coppola - Don Costello - Robert Dahdah -
Gray Frederickson - Ron Gilbert - Tom
Green - Joe Lo Grippo - Sonny Grosso -
Randy Jurgensen - Tony Lip - Lou Martini
Jr. - Raymond Martino - Joseph Medaglia
- Rick Petrucelli - Sal Richards - Tom
Rosqui - Frank Sivero - Filomena
Spagnuolo - Joe Spinell - Nick
Vallelonga - Conrad Yama","edb://238","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","876","416","240","1.78","2","mp3","mpeg4","avi","PAL"
"2598","The Godfather: Part II","Godfather: Part II","Paramount Pictures","R","1974","8.0","The continuing saga of the Corleone
crime family tells the story of a young
Vito Corleone growing up in Sicily and
in 1910s New York; and follows Michael
Corleone in the 1950s as he attempts to
expand the family business into Las
Vegas, Hollywood and Cuba","Drama - Crime","N/A","N/A","I don't feel I have to wipe everybody
out, Tom. Just my enemies.","1974-12-20","Francis Ford Coppola - Mario Puzo","USA","2:01:02","Francis Ford Coppola","Al Pacino - Robert Duvall - Diane Keaton
- Robert De Niro - John Cazale - Talia
Shire - Lee Strasberg - Michael V. Gazzo
- G. D. Spradlin - Richard Bright -
Francesca De Sapio - Oreste Baldini -
Gastone Moschin - Giuseppe Sillato -
Bruno Kirby - Frank Sivero - Morgana
King - Marianna Hill - Leopoldo Trieste
- Dominic Chianese - Fay Spain - Harry
Dean Stanton - Danny Aiello - Roger
Corman - William Bowers - James Caan -
Tom Rosqui - Amerigo Tot - Troy Donahue
- John Aprea - Joe Spinell - Abe Vigoda
- Tere Livrano - Gianni Russo - Maria
Carta - Mario Cotone - Carmine Caridi -
Carmine Foresta - Carmen Argenziano -
Kathleen Beller - Ivonne Coll - Roman
Coppola - Sofia Coppola - Sho Kosugi -
James Gounaris - Nick Discenza - Joseph
Medaglia - Joe Lo Grippo - Ezio Flagello
- Livio Giorgi - Saveria Mazzola - Tito
Alba - Johnny Naranjo - Elda Maida -
Salvatore Po - Ignazio Pappalardo -
Andrea Maugeri - Peter LaCorte - Vincent
Coppola - Peter Donat - Tom Dahlgren -
Phil Feldman - Joe De Nicola - Edward
Van Sickle - Gabriella Belloni -
Venancia Grangerard - Erica Yohn -
Victor Pujols Faneyte - Julie Gregg -
Larry Guardino - Buck Houghton - Gary
Kurtz - Connie Mason - Richard Matheson
- John Megna - Frank Pesce - Jay Rasumny
- Filomena Spagnuolo - Julian Voloshin","edb://240","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","937","640","368","1.78","2","mp3","mpeg4","avi","PAL"
"2597","The Godfather: Part III","Godfather: Part III","Paramount Pictures","R","1990","6.9","In the midst of trying to legitimize his
business dealings in 1979 New York and
Italy, aging mafia don Michael Corleone
seeks forgiveness for his sins while
taking a young protege under his wing.","Drama - Action - Thriller - Crime","N/A","N/A","All the power on earth can't change
destiny.","1990-12-24","Mario Puzo - Francis Ford Coppola","Italy - USA","2:50:24","Francis Ford Coppola","Al Pacino - Diane Keaton - Andy García -
Talia Shire - Sofia Coppola - Eli
Wallach - Joe Mantegna - George Hamilton
- Bridget Fonda - Raf Vallone - Franc
D'Ambrosio - Donal Donnelly - Richard
Bright - Helmut Berger - Don Novello -
John Savage - Franco Citti - Mario
Donatone - Vittorio Duse - Enzo Robutti
- Michele Russo - Al Martino - Robert
Cicchini - Rogerio Miranda - Carlos
Miranda - Vito Antuofermo - Robert Vento
- Willie Brown - Jeannie Linero - Jeanne
Savarino Pesch - Janet Savarino Smith -
Tere Livrano - Carmine Caridi - Don
Costello - Al Ruscio - Mickey Knox -
Michael Bowen - Brett Halsey","edb://242","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","959","640","352","1.85","2","mp3","mpeg4","avi","24p"
"2202","The Golden Compass","Golden Compass","New Line Cinema","PG-13","2007","5.6","After overhearing a shocking secret,
precocious orphan Lyra Belacqua trades
her carefree existence roaming the halls
of Jordan College for an otherworldly
adventure in the far North, unaware that
it's part of her destiny.","Adventure - Fantasy","N/A","N/A","There are worlds beyond our own - the
compass will show the way.","2007-12-07","Chris Weitz","United Kingdom - USA","1:53:17","Chris Weitz","Nicole Kidman - Daniel Craig - Dakota
Blue Richards - Eva Green - Ian McShane
- Sam Elliott - Tom Courtenay - Derek
Jacobi - Ben Walker - Simon McBurney -
Magda Szubanski - Jack Shepherd - Clare
Higgins - Jim Carter - Ian McKellen -
Freddie Highmore - Christopher Lee -
Helen Soraya - Kristin Scott Thomas","edb://2268","","","0","","N/A","01/04/2016","01/04/2016","eng - eng","English 5.1ch DTS @ @ 640 Kbps -
Commentary - Vorbis 2.0 @ 80 kbps","eng","English","srt","720","6211","1280","534","2.35","6","ac3","h264","mkv","24p"
"2338","GoldenEye","N/A","United Artists","PG-13","1995","6.2","James Bond must unmask the mysterious
head of the Janus Syndicate and prevent
the leader from utilizing the GoldenEye
weapons system to inflict devastating
revenge on Britain.","Adventure - Action - Thriller","N/A","N/A","When the world is the target and the
threat is real, you can still depend on
one man.","1995-11-16","Jeffrey Caine - Bruce Feirstein","France - Monaco - Puerto Rico - Russia -
Switzerland - United Kingdom","2:10:00","Martin Campbell","Pierce Brosnan - Sean Bean - Izabella
Scorupco - Famke Janssen - Joe Don Baker
- Judi Dench - Gottfried John - Robbie
Coltrane - Alan Cumming - Tchéky Karyo -
Desmond Llewelyn - Samantha Bond -
Michael Kitchen - Serena Gordon - Simon
Kunz - Billy J. Mitchell - Constantine
Gregory - Minnie Driver - Michelle
Arthur - Ravil Isyanov","edb://710","","","0","","N/A","01/04/2016","01/04/2016","eng","N/A","N/A","N/A","srt","1080","2041","1920","818","2.35","2","aac","h264","mp4","24p"
"2337","Gone Girl","N/A","Twentieth Century Fox Film Corporation","R","2014","8.0","With his wife's disappearance having
become the focus of an intense media
circus, a man sees the spotlight turned
on him when it's suspected that he may
not be innocent.","Mystery - Thriller - Drama","N/A","N/A","You don't know what you've got 'til
it's...","2014-10-03","Gillian Flynn","USA","2:29:02","David Fincher","Ben Affleck - Rosamund Pike - Tyler
Perry - Neil Patrick Harris - Missi Pyle
- Patrick Fugit - Kim Dickens - Casey
Wilson - Kathleen Rose Perkins - Emily
Ratajkowski - Scoot McNairy - Boyd
Holbrook - Lola Kirke - Carrie Coon -
Sela Ward - Lee Norris - David Clennon -
Lisa Banes - Jamie McShane - Leonard
Kelly-Young - Pete Housman - Lynn A.
Freedman - Mark Atteberry - Darin Cooper
- Kate Campbell - Brett Leigh - Antonio
St. James - Lauren Glazier - Julia
Prud'homme - Cooper Thornton - Casey
Ruggieri - Cyd Strittmatter - Ashley
Didion - Lexis Nutt - L.A. Williams -
Blake Sheldon - Sean Guse - Ricky Wood -
Fred Cross - Scott Takeda - Donna Rusch
- Kathy Sweeney-Meadows - Mark T
Anderson - Marc Abbink - Christina
Alexandria - Samuel Baca - Bill Blair","edb://210577","","","0","","N/A","01/04/2016","01/04/2016","eng","N/A","","","","1080","2068","1920","800","2.35","2","aac","h264","mp4","24p"
"2455","A Good Day to Die Hard","Good Day to Die Hard","Ingenious Media","R","2013","5.2","Iconoclastic, take-no-prisoners cop John
McClane, finds himself for the first
time on foreign soil after traveling to
Moscow to help his wayward son Jack -
unaware that Jack is really a highly-
trained CIA operative out to stop a
nuclear weapons heist. With the Russian
underworld in pursuit, and battling a
countdown to war, the two McClanes
discover that their opposing methods
make them unstoppable heroes.","Action - Thriller","N/A","N/A","Yippee Ki-Yay Mother Russia","2013-02-14","Roderick Thorp - Skip Woods","USA","1:37:39","John Moore","Bruce Willis - Jai Courtney - Sebastian
Koch - Mary Elizabeth Winstead - Yuliya
Snigir - Radivoje Bukvić - Cole Hauser -
Amaury Nolasco - Sergey Kolesnikov -
Roman Luknár - Zolee Ganxsta - Péter
Takátsy - Pavel Lychnikoff - Megalyn
Echikunwoke - Melissa Tang - Anne
Vyalitsyna - Attila Árpa - Norbert
Növényi","edb://47964","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","1003","640","352","1.85","2","mp3","mpeg4","avi","24p"
"2336","Good Kill","N/A","Voltage Pictures","R","2015","5.7","In the shadowy world of drone warfare,
combat unfolds like a video game–only
with real lives at stake. After six
tours of duty, Air Force pilot Tom Egan
(Ethan Hawke) now fights the Taliban
from an air-conditioned bunker in the
Nevada desert. But as he yearns to get
back in the cockpit of a real plane and
becomes increasingly troubled by the
collateral damage he causes each time he
pushes a button, Egan’s nerves—and his
relationship with his wife (Mad Men's
January Jones)—begin to unravel.","Action - Drama - Thriller","N/A","N/A","N/A","2015-05-15","Andrew Niccol","USA","1:42:56","Andrew Niccol","Ethan Hawke - January Jones - Zoë
Kravitz - Jake Abel - Bruce Greenwood -
Alma Sisneros - Kristen Rakes - Dylan
Kenin - Michael Sheets - Peter Coyote","tt3297330","","","1","","N/A","01/04/2016","01/19/2016","eng","Good.Kill.2014.1080p.BluRay.x264.DD5.1-R
ARBG","","","","1080","4908","1920","808","2.35","6","ac3","h264","mkv","24p"
"2759","Good Luck Chuck","N/A","Lionsgate","R","2007","5.5","Cursed since childhood, dentist Charlie
Kagan (Dane Cook) cannot find the right
woman. Even worse, he learns that each
of his ex-girlfriends finds true love
with the man she meets after her
relationship with him ends. Hearing of
Charlie's reputation as a good-luck
charm, women from all over line up for a
quick tryst. But when Charlie meets the
woman of his dreams (Jessica Alba), he
must find a way to break the curse or
risk losing her to the next man she
meets.","Fantasy - Drama - Comedy - Romance","N/A","N/A","He has to break his curse before she
breaks his heart.","2007-06-13","Steve Glenn - Josh Stolberg","USA","1:35:15","Mark Helfrich","Jessica Alba - Dane Cook - Dan Fogler -
Lonny Ross - Ellia English - Chelan
Simmons - Chiara Zanni - Carrie Fleming
- Crystal Lowe - Caroline Ford -
Benjamin Ayres - Annie Wood - Aaron
Craven - Mackenzie Mowat - Kari-Ann Wood
- Emily Fonda - Stephanie Bennett -
Andrea Bucko - Emily Maddison -
Madeleine Arthur - Farryn VanHumbeck -
Deni DeLory - Heather Doerksen","edb://10030","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","1026","608","320","1.85","2","mp3","mpeg4","avi","PAL"
"2758","Good Night, and Good Luck.","N/A","Warner Independent Pictures (WIP)","PG","2005","6.2","George Clooney’s fact-based drama about
the famous radio journalist Edward R
Murrow's stand against Senator
McCarthy's anti-communist witch-hunts in
the early 1950s.","Drama - History","N/A","N/A","They took on the Government with nothing
but the truth.","2005-10-07","George Clooney - Grant Heslov","France - Japan - United Kingdom - USA","1:28:53","George Clooney","Jeff Daniels - David Strathairn - Alex
Borstein - Rose Abdoo - Dianne Reeves -
Tate Donovan - Reed Diamond - Matt Ross
- Patricia Clarkson - Robert Downey Jr.
- George Clooney - Tom McCarthy - Glenn
Morshower - Don Creech - Grant Heslov -
Robert John Burke - Ray Wise - Robert
Knepper - Helen Slayton-Hughes - Frank
Langella - Peter Jacobson","edb://3291","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","1101","520","272","1.85","2","ac3","mpeg4","avi","PAL"
"2335","Good Will Hunting","N/A","Miramax Films","R","1997","7.5","Will Hunting, a janitor at MIT, has a
gift for mathematics but needs help from
a psychologist to find direction in his
life.","Drama","N/A","N/A","Some people can never believe in
themselves, until someone believes in
them.","1997-12-05","Matt Damon - Ben Affleck","Canada - USA","2:06:33","Gus Van Sant","Matt Damon - Robin Williams - Ben
Affleck - Stellan Skarsgård - Minnie
Driver - Casey Affleck - Cole Hauser -
John Mighton - George Plimpton - Rachel
Majorowski - Colleen McCauley - Matt
Mercier - Ralph St. George - Rob Lynds -
Dan Washington - Alison Folland -
Derrick Bridgeman - Vik Sahay - Shannon
Egleson - Rob Lyons - Steven Kozlowski -
Jennifer Deathe - Scott William Winters
- Philip Williams - Patrick O'Donnell -
Kevin Rushton - Jimmy Flynn - Joe Cannon
- Ann Matacunas - Francesco Clemente -
Jessica Morton - Barna Moricz - Libby
Geller - Chas Lawther - Richard
Fitzpatrick - David Eisner - Bruce
Hunter - Robert Talvano - James Allodi -
Frank Nakashima - Christopher Britton -
Riva Di Paola - Christian Harmony -
Harmony Korine - Thomas Lundy - Daniel
Olsen - Stephen Trouskie","edb://489","","","0","","N/A","01/04/2016","01/04/2016","eng - eng","N/A - Commentary","eng - ara - chi - cze - dut - fin - fre
- gre - hrv - hun - pol - por - rom -
srp - slv - spa - vie","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A -
N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt - srt
- srt - srt - srt - srt - srt - srt -
srt - srt - srt - srt","1080","23553","1920","1040","1.85","6","dca","h264","mkv","24p"
"2334","Goodbye World","N/A","Gather Films","N/A","2013","5.7","When a mysterious cyber-attack cripples
civilization, a group of old college
friends and lovers retreat to a remote
country cabin, where they must cope with
an uncertain future while navigating the
minefield of their shared past.","Drama - Comedy","N/A","N/A","N/A","2013-06-15","Denis Hennelly - Sarah Adina Smith","USA","1:40:56","Denis Hennelly","Caroline Dhavernas - Adrian Grenier -
Ben McKenzie - Gaby Hoffmann - Mark
Webber - Kerry Bishé - Scott Mescudi -
Mckenna Grace - Julie Dretzin - Remy
Nozik - Patrick Mapel - Jason Stuart","edb://201066","","","0","","N/A","01/04/2016","01/04/2016","eng","Surround 5.1","","","","480","7222","720","480","1.78","6","ac3","mpeg2video","mkv","NTSC"
"2596","The Great Gatsby","Great Gatsby","Village Roadshow Pictures","PG-13","2013","7.2","An adaptation of F. Scott Fitzgerald's
Long Island-set novel, where
Midwesterner Nick Carraway is lured into
the lavish world of his neighbor, Jay
Gatsby. Soon enough, however, Carraway
will see through the cracks of Gatsby's
nouveau riche existence, where
obsession, madness, and tragedy await.","Drama - Romance","N/A","N/A","Reserving judgments is a matter of
infinite hope. ...I come to the
admission that it has a limit.","2013-05-10","Baz Luhrmann - Craig Pearce","USA - Australia","2:22:06","Baz Luhrmann","Leonardo DiCaprio - Tobey Maguire -
Carey Mulligan - Joel Edgerton -
Elizabeth Debicki - Isla Fisher - Jason
Clarke - Amitabh Bachchan - Callan
McAuliffe - Adelaide Clemens - Steve
Bisley - Richard Carter - Vince Colosimo
- Max Cullen - Mal Day - Charlize
Skinner - Brendan Maclean - Kate Mulvany
- Kahlia Greksa - Garrett William
Fountain - David Furlong - Daniel Gill -
Iota - Barry Otto - John O'Connell","edb://64682","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","N/A","N/A","srt","1080","1708","1920","800","2.35","2","aac","h264","mkv","24p"
"2129","Guardians of the Galaxy","N/A","Marvel Studios","PG-13","2014","8.1","Light years from Earth, 26 years after
being abducted, Peter Quill finds
himself the prime target of a manhunt
after discovering an orb wanted by Ronan
the Accuser.","Science Fiction - Fantasy - Adventure","1","02/18/2016","All heroes start somewhere.","2014-08-01","Nicole Perlman - James Gunn","USA","2:00:51","James Gunn","Chris Pratt - Zoe Saldana - Dave
Bautista - Vin Diesel - Bradley Cooper -
Lee Pace - Karen Gillan - Michael Rooker
- Benicio del Toro - Djimon Hounsou -
John C. Reilly - Glenn Close - Josh
Brolin - Peter Serafinowicz - Sean Gunn
- Alexis Denisof - Ophelia Lovibond -
Laura Haddock - Gregg Henry - Stan Lee -
Nathan Fillion - Rob Zombie - James Gunn
- Tyler Bates - Seth Green - Mikaela
Hoover - Melia Kreiling - Christopher
Fairbank - Krystian Godlewski - Wyatt
Oleff - Janis Ahern - Solomon Mousley -
Lindsay Morton - Robert Firth - Tom
Proctor - Nick Holmes - Max Wrottesley -
Nicole Alexandra Shipley - Sharif Atkins
- Brendan Fehr - Tomas Arana - Emmett
Scanlan - Dominic Grant - Spencer
Wilding - Alison Lintott - Alexis Rodney
- Keeley Forsyth - Frank Gilhooley -
Enzo Cilenti - Richard Katz - Enoch
Frost - Ronan Summers - Laura Ortiz -
Marama Corlett - Rosie Jones - Abidemi
Sobande - Alex Rose - Ekaterina Zalitko
- Emily Redding - Fred - Stephen
Blackehart - Jennifer Moylan-Taylor -
Bruce Mackinnon - Ralph Ineson - Naomi
Ryan - John Brotherton - Graham Shiels -
Douglas Robson - Rachel Cullen -
Isabella Poynton - Imogen Poynton -
David Yarovesky - Miriam Lucia - Lloyd
Kaufman - Raed Abbas - Freddie Andrews -
Jozef Aoki - Helen Banks","edb://118340","","","0","","N/A","01/04/2016","01/19/2016","eng - eng","DTS 5.1 - Director's Commentary","eng","English","srt","1080","16943","1920","800","2.35","6","dca","h264","mkv","24p"
"2201","The Gunman","Gunman","StudioCanal","R","2015","5.6","Eight years after fleeing the Congo
following his assassination of that
country's minister of mining, former
assassin Jim Terrier is back, suffering
from PTSD and digging wells to atone for
his violent past. After an attempt is
made on his life, Terrier flies to
London to find out who wants him dead --
and why. Terrier's search leads him to a
reunion with Annie, a woman he once
loved, who is now married to an oily
businessman with dealings in Africa.","Action - Drama - Crime","N/A","N/A","Armed With the Truth.","2015-03-20","Don MacPherson - Pete Travis - Sean Penn","France - Spain - United Kingdom - USA","1:55:40","Pierre Morel","Sean Penn - Jasmine Trinca - Javier
Bardem - Ray Winstone - Mark Rylance -
Idris Elba - Peter Franzén - Billy
Billingham - Daniel Adegboyega - Ade
Oyefeso - Sarah Moyle - Rachel Lascar","edb://266396","","","0","","N/A","01/04/2016","01/04/2016","eng","N/A","eng - eng","N/A - SDH","srt - srt","720","5968","1280","534","2.35","6","ac3","h264","mkv","24p"
"2333","Halo 4 Forward Unto Dawn - Action Sci-Fi
2012 Eng Subs 1080p [H264-mp4]","N/A","343 Industries","NR","2012","6.5","Set against the backdrop of a UNSC
military academy, a group of highborn
cadets are training to be the next
generation of soldiers in the UNSC’s
ongoing war with insurrectionists in the
outer colonial planets. Among these
cadets, Thomas Lasky struggles with his
doubts about this war, and with the
burden of expectations he may not be
able to carry. As Lasky comes to terms
with his potential as a military leader,
the terrifying alien alliance known as
the Covenant arrives and turns his world
upside down. Inspired by the Master
Chief, he must decide what it means to
be a hero.","Sci-Fi","N/A","N/A","The story of Halo 4 begins at dawn.","2012-01-04","Aaron Helbing - Todd Helbing","USA","1:31:21","Stewart Hendler","Tom Green - Anna Popplewell - Iain
Belcher - Jenna Berman - Enisha Brewster
- Max Carver - Ayelet Zurer - Masam
Holden - Mike Dopud - Osric Chau","edb://119431","","","0","","N/A","01/04/2016","01/04/2016","eng","N/A","eng","N/A","tx3g","1080","2021","1920","800","2.35","2","aac","h264","mp4","24p"
"2332","Halo: Nightfall","N/A","Scott Free Productions","N/A","2014","5.0","Taking place between the events of Halo
4 and Halo 5: Guardians, Halo: Nightfall
follows the origin story of legendary
manhunter Jameson Locke (Mike Colter)
and his team as they are caught in a
horrific terrorist attack while
investigating terrorist activity on the
distant colony world of Sedra. Led by
Locke, the Office of Naval Intelligence
(ONI) agents are forced to coordinate
with a Sedran commander with a
remarkable history and deep-rooted
mistrust of ONI. As the plot unravels,
they’re drawn to an ancient, hellish
artifact where they’re forced to fight
for their survival, question everything,
and ultimately choose between their
loyalties and their lives.","Adventure - Science Fiction - Action -
Thriller","N/A","N/A","N/A","2014-11-11","Paul Scheuring","USA","1:38:12","Sergio Mimica-Gezzan","Mike Colter - Steven Waddington -
Christina Chong - Christian Contreras -
Luke Neal - Alexander Bhat - Jennie
Gruner - Eric Kofi-Abrefa - Alexis
Rodney","edb://283691","","","0","","N/A","01/04/2016","01/04/2016","eng","N/A","","","","sd","1493","720","304","2.35","6","ac3","h264","mkv","24p"
"2331","Hamlet","N/A","N/A","PG","2009","5.4","David Tennant stars in a film of the
Royal Shakespeare Company's award-
winning production of Shakespeare's
great play. Director Gregory Doran's
modern-dress production was hailed by
the critics as thrilling, fast-moving
and, in parts, very funny.","Drama","N/A","N/A","To be, or not to be?","2009-12-26","William Shakespeare","","3:02:32","Gregory Doran","David Tennant - Patrick Stewart - Penny
Downie - Oliver Ford Davies - Mariah
Gale - Edward Bennett - Peter de Jersey","edb://28238","","","0","","N/A","01/04/2016","01/04/2016","N/A","N/A","","","","720","1207","1280","720","1.78","2","aac","h264","mp4","NTSC"
"2756","Hancock","N/A","Columbia Pictures","PG-13","2008","5.9","Hancock is a down-and-out superhero
who's forced to employ a PR expert to
help repair his image when the public
grows weary of all the damage he's
inflicted during his lifesaving heroics.
The agent's idea of imprisoning the
antihero to make the world miss him
proves successful, but will Hancock
stick to his new sense of purpose or
slip back into old habits?","Fantasy - Action","N/A","N/A","Bad Behavior. Bad Attitude. Real Hero.","2008-07-01","Vincent Ngo - Vince Gilligan","USA","1:32:15","Peter Berg","Will Smith - Charlize Theron - Jason
Bateman - Jae Head - Eddie Marsan -
David Mattey - Thomas Lennon - Johnny
Galecki - Hayley Marie Norman - Trieu
Tran - Darrell Foster - Ryan Radis -
Daeg Faerch - Eddie J. Fernandez -
Martin Klebba - Matt Bettinelli-Olpin -
Samantha Cannon - Rico Devereaux -
Brandon Ford Green - Johnathan Hallgrey
- Alexa Havins - Edward M. Kelahan -
Algerita Wynn Lewis - Rick Mali - Chris
Mitchell - Scott Michael Morgan - Bryan
Keith Ponton - Dawn Ressy - Nicholas
Rich - Ron Fassler - Mark Simich","edb://8960","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","1064","692","284","2.35","2","mp3","mpeg4","avi","24p"
"2755","Hansel & Gretel: Witch Hunters","N/A","Paramount Pictures","R","2013","5.6","After getting a taste for blood as
children, Hansel and Gretel have become
the ultimate vigilantes, hell-bent on
retribution. Now, unbeknownst to them,
Hansel and Gretel have become the
hunted, and must face an evil far
greater than witches... their past.","Fantasy - Horror - Action","N/A","N/A","Classic tale. New twist.","2013-01-25","Tommy Wirkola - Dante Harper","USA - Germany","1:27:57","Tommy Wirkola","Jeremy Renner - Gemma Arterton - Famke
Janssen - Pihla Viitala - Derek Mears -
Peter Stormare - Thomas Mann - Ingrid
Bolsø Berdal - Zoë Bell - Joanna Kulig -
Monique Ganderton - Stephanie
Corneliussen - Christian Rubeck - Thomas
Scharff - Kathrin Kühnel - Cedric Eich -
Alea Sophia Boudodimos - Matthias
Ziesing - Sebastian Hülk - Vegar Hoel -
Jeppe Beck Laursen - Stig Frode
Henriksen - Rainer Bock","edb://60304","","","0","","N/A","01/19/2016","01/19/2016","eng","N/A","N/A - N/A","N/A - N/A","smi - srt","sd","2400","720","304","2.35","6","ac3","h264","mkv","24p"
"2595","The Happening","Happening","Spyglass Entertainment","R","2008","4.9","When a deadly airborne virus threatens
to wipe out the northeastern United
States, teacher Elliott Moore (Mark
Wahlberg) and his wife (Zooey Deschanel)
flee from contaminated cities into the
countryside in a fight to discover the
truth. Is it terrorism, the accidental
release of some toxic military bio
weapon -- or something even more
sinister? John Leguizamo and Betty
Buckley co-star in this thriller from
writer-director M. Night Shyamalan.","Thriller - Science Fiction","N/A","N/A","We've Sensed It. We've Seen The Signs.
Now... It's Happening.","2008-06-13","M. Night Shyamalan","USA - India - France","1:30:21","M. Night Shyamalan","Mark Wahlberg - Zooey Deschanel - John
Leguizamo - Spencer Breslin - Betty
Buckley - Ashlyn Sanchez - Robert Bailey
Jr. - Frank Collison - Jeremy Strong -
Alan Ruck - Victoria Clark - M. Night
Shyamalan - Alison Folland - Kristen
Connolly - Cornell Womack - Mara Hobel -
Roberto Lombardi - Brian Anthony Wilson
- Kerry O'Malley - Traci Law - William
James Kelly - Art Lyle","edb://8645","","","0","","N/A","01/19/2016","01/19/2016","N/A","N/A","","","","sd","1086","628","334","1.85","2","mp3","mpeg4","avi","24p"
